time,force,cx,cy,tilt_x,tilt_y,x0,x1,x2,x3,x4,x5,u
0.0,4.979696195052218,4.239712769302102,4.5,0.25881904510252074,0.0023721083768260607,-0.02030380494778239,0.23971276930210195,0.5,0.25881904510252074,0.0023721083768260607,-0.10144614906341598,0.005873407803836969
0.02004008016032064,4.878250045988802,4.244097368327386,4.499983935893506,0.25881904510252074,0.00046689105399403476,-0.12174995401119837,0.24409736832738638,0.4999839358935061,0.25881904510252074,0.00046689105399403476,-0.045208811558037354,0.04689188829592273
0.04008016032064128,4.889278571936143,4.24845745988824,4.499935744606246,0.25881904510252074,0.006316638092629214,-0.1107214280638571,0.24845745988823964,0.4999357446062458,0.25881904510252074,0.006316638092629214,0.23098845300433712,0.006770620646859772
0.06012024048096192,5.340226951997476,4.252792606229886,4.499855429234819,0.25881904510252074,0.005892251157087757,0.3402269519974759,0.2527926062298862,0.4998554292348194,0.25881904510252074,0.005892251157087757,0.05160615140148206,-0.06600725013066175
0.08016032064128256,4.992490874739107,4.257102372102059,4.499742994940006,0.25881904510252074,0.04223409775197232,-0.007509125260892979,0.2571023721020591,0.4997429949400063,0.25881904510252074,0.04223409775197232,-0.0672038457033115,0.00027961195793614786
0.1002004008016032,5.205819260590853,4.261386324802699,4.499598448946431,0.25881904510252074,-0.039264938693652746,0.20581926059085287,0.2613863248026993,0.4995984489464309,0.25881904510252074,-0.039264938693652746,0.08914839134659625,-0.0450550436795171
0.12024048096192384,5.1707876574322995,4.265644034221399,4.499421800542104,0.25881904510252074,0.000521666281591348,0.1707876574322995,0.26564403422139904,0.4994218005421036,0.25881904510252074,0.000521666281591348,-0.06492211280281834,-0.023119312924187008
0.1402805611222445,5.075975034985216,4.269875072882588,4.4992130610778185,0.25881904510252074,-0.009869107850765972,0.07597503498521618,0.26987507288258783,0.4992130610778185,0.25881904510252074,-0.009869107850765972,0.021548656115732534,-0.0007688971125635741
0.16032064128256512,5.213884969663765,4.2740790159884465,4.498972243966428,0.25881904510252074,0.028234738315545144,0.21388496966376458,0.27407901598844653,0.4989722439664277,0.25881904510252074,0.028234738315545144,-0.0032898671112926436,-0.03193603506605506
0.18036072144288576,5.069395300762631,4.27825544146156,4.498699364681979,0.25881904510252074,0.02508807732985805,0.0693953007626309,0.27825544146156034,0.49869936468197906,0.25881904510252074,0.02508807732985805,-0.12467624378871012,-0.027903844696967984
